Code Domaine,Domaine,Code zone (FAO),Zone,Code ?l?ment,?l?ment,Code Produit,Produit,Code ann?e,Ann?e,Unit?,Valeur,Symbole,Description du Symbole,Note
"OA","S?ries temporelles annuelles","351","Chine","561","Population urbaine","3010","Population-Estimations","2015","2015","1000 personnes","801263.909","A","Agr?gat, peut inclure des donn?es officielles, semi-officielles, estim?es ou calcul?es",""
"OA","S?ries temporelles annuelles","351","Chine","511","Population totale","3010","Population-Estimations","2018","2018","1000 personnes","1459377.612","A","Agr?gat, peut inclure des donn?es officielles, semi-officielles, estim?es ou calcul?es",""
"OA","S?ries temporelles annuelles","351","Chine","551","Population rurale","3010","Population-Estimations","2018","2018","1000 personnes","583199.631","A","Agr?gat, peut inclure des donn?es officielles, semi-officielles, estim?es ou calcul?es",""
"OA","S?ries temporelles annuelles","351","Chine","561","Population urbaine","3010","Population-Estimations","2018","2018","1000 personnes","863601.691","A","Agr?gat, peut inclure des donn?es officielles, semi-officielles, estim?es ou calcul?es",""
"OA","S?ries temporelles annuelles","96","Chine - RAS de Hong-Kong","511","Population totale","3010","Population-Estimations","2015","2015","1000 personnes","7185.996","X","Sources internationales s?res",""
"OA","S?ries temporelles annuelles","96","Chine - RAS de Hong-Kong","551","Population rurale","3010","Population-Estimations","2015","2015","1000 personnes","0","X","Sources internationales s?res","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","S?ries temporelles annuelles","96","Chine - RAS de Hong-Kong","561","Population urbaine","3010","Population-Estimations","2015","2015","1000 personnes","7245.701","X","Sources internationales s?res","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","S?ries temporelles annuelles","96","Chine - RAS de Hong-Kong","511","Population totale","3010","Population-Estimations","2018","2018","1000 personnes","7371.73","X","Sources internationales s?res",""
"OA","S?ries temporelles annuelles","96","Chine - RAS de Hong-Kong","551","Population rurale","3010","Population-Estimations","2018","2018","1000 personnes","0","X","Sources internationales s?res","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","S?ries temporelles annuelles","96","Chine - RAS de Hong-Kong","561","Population urbaine","3010","Population-Estimations","2018","2018","1000 personnes","7428.887","X","Sources internationales s?res","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","S?ries temporelles annuelles","128","Chine - RAS de Macao","511","Population totale","3010","Population-Estimations","2015","2015","1000 personnes","602.085","X","Sources internationales s?res",""
"OA","S?ries temporelles annuelles","128","Chine - RAS de Macao","551","Population rurale","3010","Population-Estimations","2015","2015","1000 personnes","0","X","Sources internationales s?res","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","S?ries temporelles annuelles","128","Chine - RAS de Macao","561","Population urbaine","3010","Population-Estimations","2015","2015","1000 personnes","600.942","X","Sources internationales s?res","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","S?ries temporelles annuelles","128","Chine - RAS de Macao","511","Population totale","3010","Population-Estimations","2018","2018","1000 personnes","631.636","X","Sources internationales s?res",""
"OA","S?ries temporelles annuelles","128","Chine - RAS de Macao","551","Population rurale","3010","Population-Estimations","2018","2018","1000 personnes","0","X","Sources internationales s?res","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","S?ries temporelles annuelles","128","Chine - RAS de Macao","561","Population urbaine","3010","Population-Estimations","2018","2018","1000 personnes","632.418","X","Sources internationales s?res","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","S?ries temporelles annuelles","41","Chine, continentale","511","Population totale","3010","Population-Estimations","2015","2015","1000 personnes","1406847.87","X","Sources internationales s?res",""
"OA","S?ries temporelles annuelles","41","Chine, continentale","551","Population rurale","3010","Population-Estimations","2015","2015","1000 personnes","621675.635","X","Sources internationales s?res",""
"OA","S?ries temporelles annuelles","41","Chine, continentale","561","Population urbaine","3010","Population-Estimations","2015","2015","1000 personnes","775352.918","X","Sources internationales s?res","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","S?ries temporelles annuelles","41","Chine, continentale","511","Population totale","3010","Population-Estimations","2018","2018","1000 personnes","1427647.786","X","Sources internationales s?res",""
"OA","S?ries temporelles annuelles","41","Chine, continentale","551","Population rurale","3010","Population-Estimations","2018","2018","1000 personnes","578023.833","X","Sources internationales s?res",""
"OA","S?ries temporelles annuelles","41","Chine, continentale","561","Population urbaine","3010","Population-Estimations","2018","2018","1000 personnes","837022.095","X","Sources internationales s?res","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","S?ries temporelles annuelles","214","Chine, Taiwan Province de","511","Population totale","3010","Population-Estimations","2015","2015","1000 personnes","23557.477","X","Sources internationales s?res",""
"OA","S?ries temporelles annuelles","214","Chine, Taiwan Province de","551","Population rurale","3010","Population-Estimations","2015","2015","1000 personnes","5421.407","X","Sources internationales s?res",""
"OA","S?ries temporelles annuelles","214","Chine, Taiwan Province de","561","Population urbaine","3010","Population-Estimations","2015","2015","1000 personnes","18064.348","X","Sources internationales s?res","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","S?ries temporelles annuelles","214","Chine, Taiwan Province de","511","Population totale","3010","Population-Estimations","2018","2018","1000 personnes","23726.46","X","Sources internationales s?res",""
"OA","S?ries temporelles annuelles","214","Chine, Taiwan Province de","551","Population rurale","3010","Population-Estimations","2018","2018","1000 personnes","5175.798","X","Sources internationales s?res",""
"OA","S?ries temporelles annuelles","214","Chine, Taiwan Province de","561","Population urbaine","3010","Population-Estimations","2018","2018","1000 personnes","18518.291","X","Sources internationales s?res","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","S?ries temporelles annuelles","50","Chypre","511","Population totale","3010","Population-Estimations","2015","2015","1000 personnes","1160.985","X","Sources internationales s?res","UNDESA, Population Division ? World Population Prospects, the 2017 Revision"
"OA","S?ries temporelles annuelles","50","Chypre","551","Population rurale","3010","Population-Estimations","2015","2015","1000 personnes","383.751","X","Sources internationales s?res",""
"OA","S?ries temporelles annuelles","50","Chypre","561","Population urbaine","3010","Population-Estimations","2015","2015","1000 personnes","777.234","X","Sources internationales s?res","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","S?ries temporelles annuelles","50","Chypre","511","Population totale","3010","Population-Estimations","2018","2018","1000 personnes","1189.265","X","Sources internationales s?res",""
"OA","S?ries temporelles annuelles","50","Chypre","551","Population rurale","3010","Population-Estimations","2018","2018","1000 personnes","394.652","X","Sources internationales s?res",""
"OA","S?ries temporelles annuelles","50","Chypre","561","Population urbaine","3010","Population-Estimations","2018","2018","1000 personnes","794.433","X","Sources internationales s?res","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","S?ries temporelles annuelles","44","Colombie","511","Population totale","3010","Population-Estimations","2015","2015","1000 personnes","47520.667","X","Sources internationales s?res",""
"OA","S?ries temporelles annuelles","44","Colombie","551","Population rurale","3010","Population-Estimations","2015","2015","1000 personnes","9759.346","X","Sources internationales s?res",""
"OA","S?ries temporelles annuelles","44","Colombie","561","Population urbaine","3010","Population-Estimations","2015","2015","1000 personnes","38469.351","X","Sources internationales s?res","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","S?ries temporelles annuelles","44","Colombie","511","Population totale","3010","Population-Estimations","2018","2018","1000 personnes","49661.048","X","Sources internationales s?res",""
"OA","S?ries temporelles annuelles","44","Colombie","551","Population rurale","3010","Population-Estimations","2018","2018","1000 personnes","9508.27","X","Sources internationales s?res",""
"OA","S?ries temporelles annuelles","44","Colombie","561","Population urbaine","3010","Population-Estimations","2018","2018","1000 personnes","39956.413","X","Sources internationales s?res","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","S?ries temporelles annuelles","45","Comores","511","Population totale","3010","Population-Estimations","2015","2015","1000 personnes","777.424","X","Sources internationales s?res","UNDESA, Population Division ? World Population Prospects, the 2017 Revision"
"OA","S?ries temporelles annuelles","45","Comores","551","Population rurale","3010","Population-Estimations","2015","2015","1000 personnes","556.09","X","Sources internationales s?res",""
"OA","S?ries temporelles annuelles","45","Comores","561","Population urbaine","3010","Population-Estimations","2015","2015","1000 personnes","221.334","X","Sources internationales s?res","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","S?ries temporelles annuelles","45","Comores","511","Population totale","3010","Population-Estimations","2018","2018","1000 personnes","832.322","X","Sources internationales s?res",""
"OA","S?ries temporelles annuelles","45","Comores","551","Population rurale","3010","Population-Estimations","2018","2018","1000 personnes","591.255","X","Sources internationales s?res",""
"OA","S?ries temporelles annuelles","45","Comores","561","Population urbaine","3010","Population-Estimations","2018","2018","1000 personnes","241.092","X","Sources internationales s?res","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","S?ries temporelles annuelles","46","Congo","511","Population totale","3010","Population-Estimations","2015","2015","1000 personnes","4856.095","X","Sources internationales s?res",""
"OA","S?ries temporelles annuelles","46","Congo","551","Population rurale","3010","Population-Estimations","2015","2015","1000 personnes","1721.362","X","Sources internationales s?res",""
"OA","S?ries temporelles annuelles","46","Congo","561","Population urbaine","3010","Population-Estimations","2015","2015","1000 personnes","3274.286","X","Sources internationales s?res","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","S?ries temporelles annuelles","46","Congo","511","Population totale","3010","Population-Estimations","2018","2018","1000 personnes","5244.359","X","Sources internationales s?res",""
"OA","S?ries temporelles annuelles","46","Congo","551","Population rurale","3010","Population-Estimations","2018","2018","1000 personnes","1786.495","X","Sources internationales s?res",""
"OA","S?ries temporelles annuelles","46","Congo","561","Population urbaine","3010","Population-Estimations","2018","2018","1000 personnes","3613.4","X","Sources internationales s?res","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","S?ries temporelles annuelles","48","Costa Rica","511","Population totale","3010","Population-Estimations","2015","2015","1000 personnes","4847.804","X","Sources internationales s?res",""
"OA","S?ries temporelles annuelles","48","Costa Rica","551","Population rurale","3010","Population-Estimations","2015","2015","1000 personnes","1112.422","X","Sources internationales s?res",""
"OA","S?ries temporelles annuelles","48","Costa Rica","561","Population urbaine","3010","Population-Estimations","2015","2015","1000 personnes","3695.43","X","Sources internationales s?res","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","S?ries temporelles annuelles","48","Costa Rica","511","Population totale","3010","Population-Estimations","2018","2018","1000 personnes","4999.441","X","Sources internationales s?res",""
"OA","S?ries temporelles annuelles","48","Costa Rica","551","Population rurale","3010","Population-Estimations","2018","2018","1000 personnes","1023.354","X","Sources internationales s?res",""
"OA","S?ries temporelles annuelles","48","Costa Rica","561","Population urbaine","3010","Population-Estimations","2018","2018","1000 personnes","3929.845","X","Sources internationales s?res","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","S?ries temporelles annuelles","107","C?te d'Ivoire","511","Population totale","3010","Population-Estimations","2015","2015","1000 personnes","23226.143","X","Sources internationales s?res",""
"OA","S?ries temporelles annuelles","107","C?te d'Ivoire","551","Population rurale","3010","Population-Estimations","2015","2015","1000 personnes","11682.793","X","Sources internationales s?res",""
"OA","S?ries temporelles annuelles","107","C?te d'Ivoire","561","Population urbaine","3010","Population-Estimations","2015","2015","1000 personnes","11425.679","X","Sources internationales s?res","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","S?ries temporelles annuelles","107","C?te d'Ivoire","511","Population totale","3010","Population-Estimations","2018","2018","1000 personnes","25069.23","X","Sources internationales s?res",""
"OA","S?ries temporelles annuelles","107","C?te d'Ivoire","551","Population rurale","3010","Population-Estimations","2018","2018","1000 personnes","12259.023","X","Sources internationales s?res",""
"OA","S?ries temporelles annuelles","107","C?te d'Ivoire","561","Population urbaine","3010","Population-Estimations","2018","2018","1000 personnes","12646.82","X","Sources internationales s?res","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","S?ries temporelles annuelles","98","Croatie","511","Population totale","3010","Population-Estimations","2015","2015","1000 personnes","4232.874","X","Sources internationales s?res",""
"OA","S?ries temporelles annuelles","98","Croatie","551","Population rurale","3010","Population-Estimations","2015","2015","1000 personnes","1857.29","X","Sources internationales s?res",""
"OA","S?ries temporelles annuelles","98","Croatie","561","Population urbaine","3010","Population-Estimations","2015","2015","1000 personnes","2378.726","X","Sources internationales s?res","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","S?ries temporelles annuelles","98","Croatie","511","Population totale","3010","Population-Estimations","2018","2018","1000 personnes","4156.405","X","Sources internationales s?res",""
"OA","S?ries temporelles annuelles","98","Croatie","551","Population rurale","3010","Population-Estimations","2018","2018","1000 personnes","1793.077","X","Sources internationales s?res",""
"OA","S?ries temporelles annuelles","98","Croatie","561","Population urbaine","3010","Population-Estimations","2018","2018","1000 personnes","2371.706","X","Sources internationales s?res","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","S?ries temporelles annuelles","49","Cuba","511","Population totale","3010","Population-Estimations","2015","2015","1000 personnes","11324.781","X","Sources internationales s?res",""
"OA","S?ries temporelles annuelles","49","Cuba","551","Population rurale","3010","Population-Estimations","2015","2015","1000 personnes","2648.084","X","Sources internationales s?res",""
"OA","S?ries temporelles annuelles","49","Cuba","561","Population urbaine","3010","Population-Estimations","2015","2015","1000 personnes","8813.348","X","Sources internationales s?res","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","S?ries temporelles annuelles","49","Cuba","511","Population totale","3010","Population-Estimations","2018","2018","1000 personnes","11338.134","X","Sources internationales s?res",""
"OA","S?ries temporelles annuelles","49","Cuba","551","Population rurale","3010","Population-Estimations","2018","2018","1000 personnes","2638.265","X","Sources internationales s?res",""
"OA","S?ries temporelles annuelles","49","Cuba","561","Population urbaine","3010","Population-Estimations","2018","2018","1000 personnes","8850.817","X","Sources internationales s?res","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","S?ries temporelles annuelles","279","Cura?ao","511","Population totale","3010","Population-Estimations","2015","2015","1000 personnes","159.847","X","Sources internationales s?res",""
"OA","S?ries temporelles annuelles","279","Cura?ao","551","Population rurale","3010","Population-Estimations","2015","2015","1000 personnes","16.825","X","Sources internationales s?res",""
"OA","S?ries temporelles annuelles","279","Cura?ao","561","Population urbaine","3010","Population-Estimations","2015","2015","1000 personnes","141.185","X","Sources internationales s?res",""
"OA","S?ries temporelles annuelles","279","Cura?ao","511","Population totale","3010","Population-Estimations","2018","2018","1000 personnes","162.752","X","Sources internationales s?res",""
"OA","S?ries temporelles annuelles","279","Cura?ao","551","Population rurale","3010","Population-Estimations","2018","2018","1000 personnes","17.54","X","Sources internationales s?res",""
"OA","S?ries temporelles annuelles","279","Cura?ao","561","Population urbaine","3010","Population-Estimations","2018","2018","1000 personnes","144.037","X","Sources internationales s?res",""
"OA","S?ries temporelles annuelles","54","Danemark","511","Population totale","3010","Population-Estimations","2015","2015","1000 personnes","5688.695","X","Sources internationales s?res","UNDESA, Population Division ? World Population Prospects, the 2017 Revision"
"OA","S?ries temporelles annuelles","54","Danemark","551","Population rurale","3010","Population-Estimations","2015","2015","1000 personnes","709.587","X","Sources internationales s?res",""
"OA","S?ries temporelles annuelles","54","Danemark","561","Population urbaine","3010","Population-Estimations","2015","2015","1000 personnes","4979.108","X","Sources internationales s?res","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","S?ries temporelles annuelles","54","Danemark","511","Population totale","3010","Population-Estimations","2018","2018","1000 personnes","5752.126","X","Sources internationales s?res",""
"OA","S?ries temporelles annuelles","54","Danemark","551","Population rurale","3010","Population-Estimations","2018","2018","1000 personnes","697.769","X","Sources internationales s?res",""
"OA","S?ries temporelles annuelles","54","Danemark","561","Population urbaine","3010","Population-Estimations","2018","2018","1000 personnes","5056.587","X","Sources internationales s?res","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","S?ries temporelles annuelles","72","Djibouti","511","Population totale","3010","Population-Estimations","2015","2015","1000 personnes","913.993","X","Sources internationales s?res",""
"OA","S?ries temporelles annuelles","72","Djibouti","551","Population rurale","3010","Population-Estimations","2015","2015","1000 personnes","209.442","X","Sources internationales s?res",""
"OA","S?ries temporelles annuelles","72","Djibouti","561","Population urbaine","3010","Population-Estimations","2015","2015","1000 personnes","717.972","X","Sources internationales s?res","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","S?ries temporelles annuelles","72","Djibouti","511","Population totale","3010","Population-Estimations","2018","2018","1000 personnes","958.923","X","Sources internationales s?res",""
"OA","S?ries temporelles annuelles","72","Djibouti","551","Population rurale","3010","Population-Estimations","2018","2018","1000 personnes","215.875","X","Sources internationales s?res",""
"OA","S?ries temporelles annuelles","72","Djibouti","561","Population urbaine","3010","Population-Estimations","2018","2018","1000 personnes","755.533","X","Sources internationales s?res","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","S?ries temporelles annuelles","55","Dominique","511","Population totale","3010","Population-Estimations","2015","2015","1000 personnes","71.183","X","Sources internationales s?res",""
"OA","S?ries temporelles annuelles","55","Dominique","551","Population rurale","3010","Population-Estimations","2015","2015","1000 personnes","22.256","X","Sources internationales s?res",""
"OA","S?ries temporelles annuelles","55","Dominique","561","Population urbaine","3010","Population-Estimations","2015","2015","1000 personnes","50.906","X","Sources internationales s?res","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","S?ries temporelles annuelles","55","Dominique","511","Population totale","3010","Population-Estimations","2018","2018","1000 personnes","71.625","X","Sources internationales s?res",""
"OA","S?ries temporelles annuelles","55","Dominique","551","Population rurale","3010","Population-Estimations","2018","2018","1000 personnes","21.933","X","Sources internationales s?res",""
"OA","S?ries temporelles annuelles","55","Dominique","561","Population urbaine","3010","Population-Estimations","2018","2018","1000 personnes","52.375","X","Sources internationales s?res","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","S?ries temporelles annuelles","59","?gypte","511","Population totale","3010","Population-Estimations","2015","2015","1000 personnes","92442.547","X","Sources internationales s?res",""
"OA","S?ries temporelles annuelles","59","?gypte","551","Population rurale","3010","Population-Estimations","2015","2015","1000 personnes","53654.843","X","Sources internationales s?res",""
"OA","S?ries temporelles annuelles","59","?gypte","561","Population urbaine","3010","Population-Estimations","2015","2015","1000 personnes","40123.329","X","Sources internationales s?res","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","S?ries temporelles annuelles","59","?gypte","511","Population totale","3010","Population-Estimations","2018","2018","1000 personnes","98423.598","X","Sources internationales s?res",""
"OA","S?ries temporelles annuelles","59","?gypte","551","Population rurale","3010","Population-Estimations","2018","2018","1000 personnes","56938.212","X","Sources internationales s?res",""
"OA","S?ries temporelles annuelles","59","?gypte","561","Population urbaine","3010","Population-Estimations","2018","2018","1000 personnes","42437.529","X","Sources internationales s?res","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","S?ries temporelles annuelles","60","El Salvador","511","Population totale","3010","Population-Estimations","2015","2015","1000 personnes","6325.124","X","Sources internationales s?res",""
"OA","S?ries temporelles annuelles","60","El Salvador","551","Population rurale","3010","Population-Estimations","2015","2015","1000 personnes","1912.681","X","Sources internationales s?res",""
"OA","S?ries temporelles annuelles","60","El Salvador","561","Population urbaine","3010","Population-Estimations","2015","2015","1000 personnes","4399.797","X","Sources internationales s?res","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","S?ries temporelles annuelles","60","El Salvador","511","Population totale","3010","Population-Estimations","2018","2018","1000 personnes","6420.746","X","Sources internationales s?res",""
"OA","S?ries temporelles annuelles","60","El Salvador","551","Population rurale","3010","Population-Estimations","2018","2018","1000 personnes","1793.751","X","Sources internationales s?res",""
"OA","S?ries temporelles annuelles","60","El Salvador","561","Population urbaine","3010","Population-Estimations","2018","2018","1000 personnes","4617.807","X","Sources internationales s?res","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","S?ries temporelles annuelles","225","?mirats arabes unis","511","Population totale","3010","Population-Estimations","2015","2015","1000 personnes","9262.9","X","Sources internationales s?res",""
"OA","S?ries temporelles annuelles","225","?mirats arabes unis","551","Population rurale","3010","Population-Estimations","2015","2015","1000 personnes","1311.419","X","Sources internationales s?res",""
"OA","S?ries temporelles annuelles","225","?mirats arabes unis","561","Population urbaine","3010","Population-Estimations","2015","2015","1000 personnes","7842.883","X","Sources internationales s?res","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","S?ries temporelles annuelles","225","?mirats arabes unis","511","Population totale","3010","Population-Estimations","2018","2018","1000 personnes","9630.959","X","Sources internationales s?res",""
"OA","S?ries temporelles annuelles","225","?mirats arabes unis","551","Population rurale","3010","Population-Estimations","2018","2018","1000 personnes","1285.972","X","Sources internationales s?res",""
"OA","S?ries temporelles annuelles","225","?mirats arabes unis","561","Population urbaine","3010","Population-Estimations","2018","2018","1000 personnes","8255.643","X","Sources internationales s?res","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","S?ries temporelles annuelles","58","?quateur","511","Population totale","3010","Population-Estimations","2015","2015","1000 personnes","16212.02","X","Sources internationales s?res",""
"OA","S?ries temporelles annuelles","58","?quateur","551","Population rurale","3010","Population-Estimations","2015","2015","1000 personnes","5909.194","X","Sources internationales s?res",""
"OA","S?ries temporelles annuelles","58","?quateur","561","Population urbaine","3010","Population-Estimations","2015","2015","1000 personnes","10235.174","X","Sources internationales s?res","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","S?ries temporelles annuelles","58","?quateur","511","Population totale","3010","Population-Estimations","2018","2018","1000 personnes","17084.358","X","Sources internationales s?res",""
"OA","S?ries temporelles annuelles","58","?quateur","551","Population rurale","3010","Population-Estimations","2018","2018","1000 personnes","6101.055","X","Sources internationales s?res",""
"OA","S?ries temporelles annuelles","58","?quateur","561","Population urbaine","3010","Population-Estimations","2018","2018","1000 personnes","10762.37","X","Sources internationales s?res","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","S?ries temporelles annuelles","178","?rythr?e","511","Population totale","3010","Population-Estimations","2015","2015","1000 personnes","3342.818","X","Sources internationales s?res",""
"OA","S?ries temporelles annuelles","178","?rythr?e","551","Population rurale","3010","Population-Estimations","2015","2015","1000 personnes","2995.125","X","Sources internationales s?res",""
"OA","S?ries temporelles annuelles","178","?rythr?e","561","Population urbaine","3010","Population-Estimations","2015","2015","1000 personnes","1851.851","X","Sources internationales s?res","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","S?ries temporelles annuelles","178","?rythr?e","511","Population totale","3010","Population-Estimations","2018","2018","1000 personnes","3452.786","X","Sources internationales s?res",""
"OA","S?ries temporelles annuelles","178","?rythr?e","551","Population rurale","3010","Population-Estimations","2018","2018","1000 personnes","3108.634","X","Sources internationales s?res",""
"OA","S?ries temporelles annuelles","178","?rythr?e","561","Population urbaine","3010","Population-Estimations","2018","2018","1000 personnes","2079.314","X","Sources internationales s?res","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","S?ries temporelles annuelles","203","Espagne","511","Population totale","3010","Population-Estimations","2015","2015","1000 personnes","46671.926","X","Sources internationales s?res",""
"OA","S?ries temporelles annuelles","203","Espagne","551","Population rurale","3010","Population-Estimations","2015","2015","1000 personnes","9464.206","X","Sources internationales s?res",""
"OA","S?ries temporelles annuelles","203","Espagne","561","Population urbaine","3010","Population-Estimations","2015","2015","1000 personnes","36933.458","X","Sources internationales s?res","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","S?ries temporelles annuelles","203","Espagne","511","Population totale","3010","Population-Estimations","2018","2018","1000 personnes","46692.858","X","Sources internationales s?res",""
"OA","S?ries temporelles annuelles","203","Espagne","551","Population rurale","3010","Population-Estimations","2018","2018","1000 personnes","9130.38","X","Sources internationales s?res",""
"OA","S?ries temporelles annuelles","203","Espagne","561","Population urbaine","3010","Population-Estimations","2018","2018","1000 personnes","37267.072","X","Sources internationales s?res","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","S?ries temporelles annuelles","63","Estonie","511","Population totale","3010","Population-Estimations","2015","2015","1000 personnes","1315.325","X","Sources internationales s?res",""
"OA","S?ries temporelles annuelles","63","Estonie","551","Population rurale","3010","Population-Estimations","2015","2015","1000 personnes","415.431","X","Sources internationales s?res",""
"OA","S?ries temporelles annuelles","63","Estonie","561","Population urbaine","3010","Population-Estimations","2015","2015","1000 personnes","899.89","X","Sources internationales s?res","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","S?ries temporelles annuelles","63","Estonie","511","Population totale","3010","Population-Estimations","2018","2018","1000 personnes","1322.92","X","Sources internationales s?res",""
"OA","S?ries temporelles annuelles","63","Estonie","551","Population rurale","3010","Population-Estimations","2018","2018","1000 personnes","406.671","X","Sources internationales s?res",""
"OA","S?ries temporelles annuelles","63","Estonie","561","Population urbaine","3010","Population-Estimations","2018","2018","1000 personnes","900.117","X","Sources internationales s?res","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","S?ries temporelles annuelles","209","Eswatini","511","Population totale","3010","Population-Estimations","2015","2015","1000 personnes","1104.044","X","Sources internationales s?res",""
"OA","S?ries temporelles annuelles","209","Eswatini","551","Population rurale","3010","Population-Estimations","2015","2015","1000 personnes","1011.681","X","Sources internationales s?res",""
"OA","S?ries temporelles annuelles","209","Eswatini","561","Population urbaine","3010","Population-Estimations","2015","2015","1000 personnes","307.33","X","Sources internationales s?res","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","S?ries temporelles annuelles","209","Eswatini","511","Population totale","3010","Population-Estimations","2018","2018","1000 personnes","1136.281","X","Sources internationales s?res",""
"OA","S?ries temporelles annuelles","209","Eswatini","551","Population rurale","3010","Population-Estimations","2018","2018","1000 personnes","1060.246","X","Sources internationales s?res",""
"OA","S?ries temporelles annuelles","209","Eswatini","561","Population urbaine","3010","Population-Estimations","2018","2018","1000 personnes","331.139","X","Sources internationales s?res","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","S?ries temporelles annuelles","231","?tats-Unis d'Am?rique","511","Population totale","3010","Population-Estimations","2015","2015","1000 personnes","320878.31","X","Sources internationales s?res",""
"OA","S?ries temporelles annuelles","231","?tats-Unis d'Am?rique","551","Population rurale","3010","Population-Estimations","2015","2015","1000 personnes","58641.351","X","Sources internationales s?res",""
"OA","S?ries temporelles annuelles","231","?tats-Unis d'Am?rique","561","Population urbaine","3010","Population-Estimations","2015","2015","1000 personnes","261287.811","X","Sources internationales s?res","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","S?ries temporelles annuelles","231","?tats-Unis d'Am?rique","511","Population totale","3010","Population-Estimations","2018","2018","1000 personnes","327096.265","X","Sources internationales s?res",""
"OA","S?ries temporelles annuelles","231","?tats-Unis d'Am?rique","551","Population rurale","3010","Population-Estimations","2018","2018","1000 personnes","57980.034","X","Sources internationales s?res",""
"OA","S?ries temporelles annuelles","231","?tats-Unis d'Am?rique","561","Population urbaine","3010","Population-Estimations","2018","2018","1000 personnes","268786.714","X","Sources internationales s?res","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","S?ries temporelles annuelles","238","?thiopie","511","Population totale","3010","Population-Estimations","2015","2015","1000 personnes","100835.458","X","Sources internationales s?res",""
"OA","S?ries temporelles annuelles","238","?thiopie","551","Population rurale","3010","Population-Estimations","2015","2015","1000 personnes","80469.946","X","Sources internationales s?res",""
