Domain Code,Domain,Area Code (FAO),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"OA","Annual population","40","Chile","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 persons","15934.214","X","International reliable sources","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","351","China","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2015","2015","1000 persons","1438193.428","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"OA","Annual population","351","China","551","Rural population","3010","Population - Est. & Proj.","2015","2015","1000 persons","627097.042","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"OA","Annual population","351","China","561","Urban population","3010","Population - Est. & Proj.","2015","2015","1000 persons","801263.909","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"OA","Annual population","351","China","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","1459377.612","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"OA","Annual population","351","China","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 persons","583199.631","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"OA","Annual population","351","China","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 persons","863601.691","A","Aggregate, may include official, semi-official, estimated or calculated data",""
"OA","Annual population","96","China, Hong Kong SAR","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2015","2015","1000 persons","7185.996","X","International reliable sources",""
"OA","Annual population","96","China, Hong Kong SAR","551","Rural population","3010","Population - Est. & Proj.","2015","2015","1000 persons","0","X","International reliable sources","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","96","China, Hong Kong SAR","561","Urban population","3010","Population - Est. & Proj.","2015","2015","1000 persons","7245.701","X","International reliable sources","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","96","China, Hong Kong SAR","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","7371.73","X","International reliable sources",""
"OA","Annual population","96","China, Hong Kong SAR","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 persons","0","X","International reliable sources","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","96","China, Hong Kong SAR","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 persons","7428.887","X","International reliable sources","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","128","China, Macao SAR","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2015","2015","1000 persons","602.085","X","International reliable sources",""
"OA","Annual population","128","China, Macao SAR","551","Rural population","3010","Population - Est. & Proj.","2015","2015","1000 persons","0","X","International reliable sources","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","128","China, Macao SAR","561","Urban population","3010","Population - Est. & Proj.","2015","2015","1000 persons","600.942","X","International reliable sources","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","128","China, Macao SAR","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","631.636","X","International reliable sources",""
"OA","Annual population","128","China, Macao SAR","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 persons","0","X","International reliable sources","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","128","China, Macao SAR","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 persons","632.418","X","International reliable sources","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","41","China, mainland","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2015","2015","1000 persons","1406847.87","X","International reliable sources",""
"OA","Annual population","41","China, mainland","551","Rural population","3010","Population - Est. & Proj.","2015","2015","1000 persons","621675.635","X","International reliable sources",""
"OA","Annual population","41","China, mainland","561","Urban population","3010","Population - Est. & Proj.","2015","2015","1000 persons","775352.918","X","International reliable sources","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","41","China, mainland","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","1427647.786","X","International reliable sources",""
"OA","Annual population","41","China, mainland","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 persons","578023.833","X","International reliable sources",""
"OA","Annual population","41","China, mainland","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 persons","837022.095","X","International reliable sources","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","214","China, Taiwan Province of","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2015","2015","1000 persons","23557.477","X","International reliable sources",""
"OA","Annual population","214","China, Taiwan Province of","551","Rural population","3010","Population - Est. & Proj.","2015","2015","1000 persons","5421.407","X","International reliable sources",""
"OA","Annual population","214","China, Taiwan Province of","561","Urban population","3010","Population - Est. & Proj.","2015","2015","1000 persons","18064.348","X","International reliable sources","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","214","China, Taiwan Province of","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","23726.46","X","International reliable sources",""
"OA","Annual population","214","China, Taiwan Province of","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 persons","5175.798","X","International reliable sources",""
"OA","Annual population","214","China, Taiwan Province of","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 persons","18518.291","X","International reliable sources","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","44","Colombia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2015","2015","1000 persons","47520.667","X","International reliable sources",""
"OA","Annual population","44","Colombia","551","Rural population","3010","Population - Est. & Proj.","2015","2015","1000 persons","9759.346","X","International reliable sources",""
"OA","Annual population","44","Colombia","561","Urban population","3010","Population - Est. & Proj.","2015","2015","1000 persons","38469.351","X","International reliable sources","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","44","Colombia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","49661.048","X","International reliable sources",""
"OA","Annual population","44","Colombia","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 persons","9508.27","X","International reliable sources",""
"OA","Annual population","44","Colombia","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 persons","39956.413","X","International reliable sources","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","45","Comoros","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2015","2015","1000 persons","777.424","X","International reliable sources","UNDESA, Population Division ? World Population Prospects, the 2017 Revision"
"OA","Annual population","45","Comoros","551","Rural population","3010","Population - Est. & Proj.","2015","2015","1000 persons","556.09","X","International reliable sources",""
"OA","Annual population","45","Comoros","561","Urban population","3010","Population - Est. & Proj.","2015","2015","1000 persons","221.334","X","International reliable sources","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","45","Comoros","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","832.322","X","International reliable sources",""
"OA","Annual population","45","Comoros","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 persons","591.255","X","International reliable sources",""
"OA","Annual population","45","Comoros","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 persons","241.092","X","International reliable sources","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","46","Congo","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2015","2015","1000 persons","4856.095","X","International reliable sources",""
"OA","Annual population","46","Congo","551","Rural population","3010","Population - Est. & Proj.","2015","2015","1000 persons","1721.362","X","International reliable sources",""
"OA","Annual population","46","Congo","561","Urban population","3010","Population - Est. & Proj.","2015","2015","1000 persons","3274.286","X","International reliable sources","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","46","Congo","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","5244.359","X","International reliable sources",""
"OA","Annual population","46","Congo","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 persons","1786.495","X","International reliable sources",""
"OA","Annual population","46","Congo","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 persons","3613.4","X","International reliable sources","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","47","Cook Islands","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2015","2015","1000 persons","17.586","X","International reliable sources",""
"OA","Annual population","47","Cook Islands","551","Rural population","3010","Population - Est. & Proj.","2015","2015","1000 persons","4.466","X","International reliable sources",""
"OA","Annual population","47","Cook Islands","561","Urban population","3010","Population - Est. & Proj.","2015","2015","1000 persons","12.983","X","International reliable sources","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","47","Cook Islands","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","17.518","X","International reliable sources",""
"OA","Annual population","47","Cook Islands","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 persons","4.344","X","International reliable sources",""
"OA","Annual population","47","Cook Islands","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 persons","13.067","X","International reliable sources","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","48","Costa Rica","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2015","2015","1000 persons","4847.804","X","International reliable sources",""
"OA","Annual population","48","Costa Rica","551","Rural population","3010","Population - Est. & Proj.","2015","2015","1000 persons","1112.422","X","International reliable sources",""
"OA","Annual population","48","Costa Rica","561","Urban population","3010","Population - Est. & Proj.","2015","2015","1000 persons","3695.43","X","International reliable sources","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","48","Costa Rica","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","4999.441","X","International reliable sources",""
"OA","Annual population","48","Costa Rica","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 persons","1023.354","X","International reliable sources",""
"OA","Annual population","48","Costa Rica","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 persons","3929.845","X","International reliable sources","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","107","C?te d'Ivoire","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2015","2015","1000 persons","23226.143","X","International reliable sources",""
"OA","Annual population","107","C?te d'Ivoire","551","Rural population","3010","Population - Est. & Proj.","2015","2015","1000 persons","11682.793","X","International reliable sources",""
"OA","Annual population","107","C?te d'Ivoire","561","Urban population","3010","Population - Est. & Proj.","2015","2015","1000 persons","11425.679","X","International reliable sources","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","107","C?te d'Ivoire","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","25069.23","X","International reliable sources",""
"OA","Annual population","107","C?te d'Ivoire","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 persons","12259.023","X","International reliable sources",""
"OA","Annual population","107","C?te d'Ivoire","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 persons","12646.82","X","International reliable sources","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","98","Croatia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2015","2015","1000 persons","4232.874","X","International reliable sources",""
"OA","Annual population","98","Croatia","551","Rural population","3010","Population - Est. & Proj.","2015","2015","1000 persons","1857.29","X","International reliable sources",""
"OA","Annual population","98","Croatia","561","Urban population","3010","Population - Est. & Proj.","2015","2015","1000 persons","2378.726","X","International reliable sources","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","98","Croatia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","4156.405","X","International reliable sources",""
"OA","Annual population","98","Croatia","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 persons","1793.077","X","International reliable sources",""
"OA","Annual population","98","Croatia","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 persons","2371.706","X","International reliable sources","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","49","Cuba","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2015","2015","1000 persons","11324.781","X","International reliable sources",""
"OA","Annual population","49","Cuba","551","Rural population","3010","Population - Est. & Proj.","2015","2015","1000 persons","2648.084","X","International reliable sources",""
"OA","Annual population","49","Cuba","561","Urban population","3010","Population - Est. & Proj.","2015","2015","1000 persons","8813.348","X","International reliable sources","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","49","Cuba","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","11338.134","X","International reliable sources",""
"OA","Annual population","49","Cuba","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 persons","2638.265","X","International reliable sources",""
"OA","Annual population","49","Cuba","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 persons","8850.817","X","International reliable sources","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","279","Cura?ao","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2015","2015","1000 persons","159.847","X","International reliable sources",""
"OA","Annual population","279","Cura?ao","551","Rural population","3010","Population - Est. & Proj.","2015","2015","1000 persons","16.825","X","International reliable sources",""
"OA","Annual population","279","Cura?ao","561","Urban population","3010","Population - Est. & Proj.","2015","2015","1000 persons","141.185","X","International reliable sources",""
"OA","Annual population","279","Cura?ao","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","162.752","X","International reliable sources",""
"OA","Annual population","279","Cura?ao","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 persons","17.54","X","International reliable sources",""
"OA","Annual population","279","Cura?ao","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 persons","144.037","X","International reliable sources",""
"OA","Annual population","50","Cyprus","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2015","2015","1000 persons","1160.985","X","International reliable sources","UNDESA, Population Division ? World Population Prospects, the 2017 Revision"
"OA","Annual population","50","Cyprus","551","Rural population","3010","Population - Est. & Proj.","2015","2015","1000 persons","383.751","X","International reliable sources",""
"OA","Annual population","50","Cyprus","561","Urban population","3010","Population - Est. & Proj.","2015","2015","1000 persons","777.234","X","International reliable sources","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","50","Cyprus","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","1189.265","X","International reliable sources",""
"OA","Annual population","50","Cyprus","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 persons","394.652","X","International reliable sources",""
"OA","Annual population","50","Cyprus","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 persons","794.433","X","International reliable sources","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","167","Czechia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2015","2015","1000 persons","10601.397","X","International reliable sources",""
"OA","Annual population","167","Czechia","551","Rural population","3010","Population - Est. & Proj.","2015","2015","1000 persons","2812.446","X","International reliable sources",""
"OA","Annual population","167","Czechia","561","Urban population","3010","Population - Est. & Proj.","2015","2015","1000 persons","7791.316","X","International reliable sources","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","167","Czechia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","10665.677","X","International reliable sources",""
"OA","Annual population","167","Czechia","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 persons","2784.67","X","International reliable sources",""
"OA","Annual population","167","Czechia","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 persons","7840.58","X","International reliable sources","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","116","Democratic People's Republic of Korea","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2015","2015","1000 persons","25183.833","X","International reliable sources",""
"OA","Annual population","116","Democratic People's Republic of Korea","551","Rural population","3010","Population - Est. & Proj.","2015","2015","1000 persons","9775.101","X","International reliable sources",""
"OA","Annual population","116","Democratic People's Republic of Korea","561","Urban population","3010","Population - Est. & Proj.","2015","2015","1000 persons","15468.816","X","International reliable sources","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","116","Democratic People's Republic of Korea","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","25549.604","X","International reliable sources",""
"OA","Annual population","116","Democratic People's Republic of Korea","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 persons","9757.856","X","International reliable sources",""
"OA","Annual population","116","Democratic People's Republic of Korea","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 persons","15852.816","X","International reliable sources","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","250","Democratic Republic of the Congo","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2015","2015","1000 persons","76244.544","X","International reliable sources",""
"OA","Annual population","250","Democratic Republic of the Congo","551","Rural population","3010","Population - Est. & Proj.","2015","2015","1000 persons","43630.111","X","International reliable sources",""
"OA","Annual population","250","Democratic Republic of the Congo","561","Urban population","3010","Population - Est. & Proj.","2015","2015","1000 persons","32566.508","X","International reliable sources","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","250","Democratic Republic of the Congo","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","84068.091","X","International reliable sources",""
"OA","Annual population","250","Democratic Republic of the Congo","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 persons","46656.05","X","International reliable sources",""
"OA","Annual population","250","Democratic Republic of the Congo","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 persons","37348.939","X","International reliable sources","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","54","Denmark","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2015","2015","1000 persons","5688.695","X","International reliable sources","UNDESA, Population Division ? World Population Prospects, the 2017 Revision"
"OA","Annual population","54","Denmark","551","Rural population","3010","Population - Est. & Proj.","2015","2015","1000 persons","709.587","X","International reliable sources",""
"OA","Annual population","54","Denmark","561","Urban population","3010","Population - Est. & Proj.","2015","2015","1000 persons","4979.108","X","International reliable sources","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","54","Denmark","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","5752.126","X","International reliable sources",""
"OA","Annual population","54","Denmark","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 persons","697.769","X","International reliable sources",""
"OA","Annual population","54","Denmark","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 persons","5056.587","X","International reliable sources","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","72","Djibouti","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2015","2015","1000 persons","913.993","X","International reliable sources",""
"OA","Annual population","72","Djibouti","551","Rural population","3010","Population - Est. & Proj.","2015","2015","1000 persons","209.442","X","International reliable sources",""
"OA","Annual population","72","Djibouti","561","Urban population","3010","Population - Est. & Proj.","2015","2015","1000 persons","717.972","X","International reliable sources","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","72","Djibouti","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","958.923","X","International reliable sources",""
"OA","Annual population","72","Djibouti","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 persons","215.875","X","International reliable sources",""
"OA","Annual population","72","Djibouti","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 persons","755.533","X","International reliable sources","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","55","Dominica","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2015","2015","1000 persons","71.183","X","International reliable sources",""
"OA","Annual population","55","Dominica","551","Rural population","3010","Population - Est. & Proj.","2015","2015","1000 persons","22.256","X","International reliable sources",""
"OA","Annual population","55","Dominica","561","Urban population","3010","Population - Est. & Proj.","2015","2015","1000 persons","50.906","X","International reliable sources","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","55","Dominica","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","71.625","X","International reliable sources",""
"OA","Annual population","55","Dominica","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 persons","21.933","X","International reliable sources",""
"OA","Annual population","55","Dominica","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 persons","52.375","X","International reliable sources","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","56","Dominican Republic","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2015","2015","1000 persons","10281.68","X","International reliable sources",""
"OA","Annual population","56","Dominican Republic","551","Rural population","3010","Population - Est. & Proj.","2015","2015","1000 persons","2256.692","X","International reliable sources",""
"OA","Annual population","56","Dominican Republic","561","Urban population","3010","Population - Est. & Proj.","2015","2015","1000 persons","8271.702","X","International reliable sources","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","56","Dominican Republic","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","10627.141","X","International reliable sources",""
"OA","Annual population","56","Dominican Republic","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 persons","2059.693","X","International reliable sources",""
"OA","Annual population","56","Dominican Republic","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 persons","8823.303","X","International reliable sources","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","58","Ecuador","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2015","2015","1000 persons","16212.02","X","International reliable sources",""
"OA","Annual population","58","Ecuador","551","Rural population","3010","Population - Est. & Proj.","2015","2015","1000 persons","5909.194","X","International reliable sources",""
"OA","Annual population","58","Ecuador","561","Urban population","3010","Population - Est. & Proj.","2015","2015","1000 persons","10235.174","X","International reliable sources","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","58","Ecuador","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","17084.358","X","International reliable sources",""
"OA","Annual population","58","Ecuador","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 persons","6101.055","X","International reliable sources",""
"OA","Annual population","58","Ecuador","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 persons","10762.37","X","International reliable sources","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","59","Egypt","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2015","2015","1000 persons","92442.547","X","International reliable sources",""
"OA","Annual population","59","Egypt","551","Rural population","3010","Population - Est. & Proj.","2015","2015","1000 persons","53654.843","X","International reliable sources",""
"OA","Annual population","59","Egypt","561","Urban population","3010","Population - Est. & Proj.","2015","2015","1000 persons","40123.329","X","International reliable sources","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","59","Egypt","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","98423.598","X","International reliable sources",""
"OA","Annual population","59","Egypt","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 persons","56938.212","X","International reliable sources",""
"OA","Annual population","59","Egypt","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 persons","42437.529","X","International reliable sources","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","60","El Salvador","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2015","2015","1000 persons","6325.124","X","International reliable sources",""
"OA","Annual population","60","El Salvador","551","Rural population","3010","Population - Est. & Proj.","2015","2015","1000 persons","1912.681","X","International reliable sources",""
"OA","Annual population","60","El Salvador","561","Urban population","3010","Population - Est. & Proj.","2015","2015","1000 persons","4399.797","X","International reliable sources","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","60","El Salvador","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","6420.746","X","International reliable sources",""
"OA","Annual population","60","El Salvador","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 persons","1793.751","X","International reliable sources",""
"OA","Annual population","60","El Salvador","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 persons","4617.807","X","International reliable sources","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","61","Equatorial Guinea","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2015","2015","1000 persons","1168.568","X","International reliable sources",""
"OA","Annual population","61","Equatorial Guinea","551","Rural population","3010","Population - Est. & Proj.","2015","2015","1000 persons","345.376","X","International reliable sources",""
"OA","Annual population","61","Equatorial Guinea","561","Urban population","3010","Population - Est. & Proj.","2015","2015","1000 persons","830.013","X","International reliable sources","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","61","Equatorial Guinea","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","1308.975","X","International reliable sources",""
"OA","Annual population","61","Equatorial Guinea","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 persons","366.013","X","International reliable sources",""
"OA","Annual population","61","Equatorial Guinea","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 persons","947.881","X","International reliable sources","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","178","Eritrea","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2015","2015","1000 persons","3342.818","X","International reliable sources",""
"OA","Annual population","178","Eritrea","551","Rural population","3010","Population - Est. & Proj.","2015","2015","1000 persons","2995.125","X","International reliable sources",""
"OA","Annual population","178","Eritrea","561","Urban population","3010","Population - Est. & Proj.","2015","2015","1000 persons","1851.851","X","International reliable sources","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","178","Eritrea","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","3452.786","X","International reliable sources",""
"OA","Annual population","178","Eritrea","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 persons","3108.634","X","International reliable sources",""
"OA","Annual population","178","Eritrea","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 persons","2079.314","X","International reliable sources","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","63","Estonia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2015","2015","1000 persons","1315.325","X","International reliable sources",""
"OA","Annual population","63","Estonia","551","Rural population","3010","Population - Est. & Proj.","2015","2015","1000 persons","415.431","X","International reliable sources",""
"OA","Annual population","63","Estonia","561","Urban population","3010","Population - Est. & Proj.","2015","2015","1000 persons","899.89","X","International reliable sources","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","63","Estonia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","1322.92","X","International reliable sources",""
"OA","Annual population","63","Estonia","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 persons","406.671","X","International reliable sources",""
"OA","Annual population","63","Estonia","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 persons","900.117","X","International reliable sources","UNDESA, Population Division ? World Urbanization Prospects, the 2018 Revision"
"OA","Annual population","209","Eswatini","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2015","2015","1000 persons","1104.044","X","International reliable sources",""
"OA","Annual population","209","Eswatini","551","Rural population","3010","Population - Est. & Proj.","2015","2015","1000 persons","1011.681","X","International reliable sources",""
